Problem,Optimizer,Success_Rate,Mean_Final_Value,Best_Value,Mean_Func_Evals,Mean_Time
LinearRegression_200samples_10features_reg0.01,GD-WeightDecay,100.0,4.82e-1,4.82e-1,116.7,0.111
LinearRegression_200samples_10features_reg0.01,QQN-CubicQuadraticInterpolation,100.0,4.82e-1,4.82e-1,54.1,0.035
LinearRegression_200samples_10features_reg0.01,Trust Region-Adaptive,0.0,1.08e3,5.40e-1,1420.7,0.673
LinearRegression_200samples_10features_reg0.01,Trust Region-Conservative,0.0,1.06e2,1.03e2,3002.0,1.421
LinearRegression_200samples_10features_reg0.01,Trust Region-Precise,0.0,5.39e1,4.85e1,3002.0,1.422
LinearRegression_200samples_10features_reg0.01,L-BFGS-MoreThuente,100.0,4.82e-1,4.82e-1,72.8,0.038
LinearRegression_200samples_10features_reg0.01,Adam-Robust,0.0,6.34e1,5.92e1,2502.0,1.508
LinearRegression_200samples_10features_reg0.01,QQN-Bisection-2,100.0,4.82e-1,4.82e-1,69.0,0.050
LinearRegression_200samples_10features_reg0.01,GD-Nesterov,0.0,1.80e0,1.78e0,37.9,0.035
LinearRegression_200samples_10features_reg0.01,Trust Region-Standard,0.0,2.56e3,7.13e-1,372.2,0.178
LinearRegression_200samples_10features_reg0.01,GD-AdaptiveMomentum,0.0,5.05e0,4.95e0,35.0,0.032
LinearRegression_200samples_10features_reg0.01,L-BFGS,90.0,5.09e-1,4.82e-1,77.5,0.039
LinearRegression_200samples_10features_reg0.01,L-BFGS-Conservative,100.0,4.82e-1,4.82e-1,436.2,0.244
LinearRegression_200samples_10features_reg0.01,L-BFGS-Aggressive,100.0,4.82e-1,4.82e-1,205.7,0.086
LinearRegression_200samples_10features_reg0.01,GD,100.0,4.82e-1,4.82e-1,343.6,0.323
LinearRegression_200samples_10features_reg0.01,Adam,0.0,5.34e1,4.86e1,2502.0,1.496
LinearRegression_200samples_10features_reg0.01,QQN-Bisection-1,100.0,4.82e-1,4.82e-1,89.0,0.066
LinearRegression_200samples_10features_reg0.01,QQN-StrongWolfe,100.0,4.82e-1,4.82e-1,62.0,0.039
LinearRegression_200samples_10features_reg0.01,GD-Momentum,0.0,2.46e0,2.41e0,38.1,0.035
LinearRegression_200samples_10features_reg0.01,Trust Region-Aggressive,0.0,3.92e4,1.28e0,111.1,0.054
NeuralNetwork_100samples_layers_5_10_3,GD-Momentum,0.0,2.34e-1,2.25e-1,21.2,0.028
NeuralNetwork_100samples_layers_5_10_3,QQN-Bisection-1,95.0,1.40e-1,1.38e-1,727.2,0.643
NeuralNetwork_100samples_layers_5_10_3,GD-AdaptiveMomentum,0.0,2.56e-1,2.32e-1,15.9,0.021
NeuralNetwork_100samples_layers_5_10_3,QQN-GoldenSection,75.0,1.41e-1,1.38e-1,2749.2,0.957
NeuralNetwork_100samples_layers_5_10_3,Trust Region-Standard,0.0,4.01e-1,2.08e-1,35.5,0.023
NeuralNetwork_100samples_layers_5_10_3,L-BFGS-Limited,45.0,1.47e-1,1.40e-1,2641.3,1.307
NeuralNetwork_100samples_layers_5_10_3,Adam-WeightDecay,85.0,1.41e-1,1.40e-1,1794.2,1.486
NeuralNetwork_100samples_layers_5_10_3,Adam,10.0,1.53e-1,1.40e-1,2473.1,2.047
NeuralNetwork_100samples_layers_5_10_3,QQN-CubicQuadraticInterpolation,80.0,1.41e-1,1.37e-1,764.9,0.831
NeuralNetwork_100samples_layers_5_10_3,L-BFGS-Aggressive,5.0,1.50e-1,1.40e-1,2776.7,1.320
NeuralNetwork_100samples_layers_5_10_3,GD-WeightDecay,0.0,1.84e-1,1.80e-1,1668.0,2.360
NeuralNetwork_100samples_layers_5_10_3,Adam-Fast,60.0,1.43e-1,1.39e-1,149.3,0.125
NeuralNetwork_100samples_layers_5_10_3,Adam-AMSGrad,0.0,1.54e-1,1.40e-1,2502.0,2.087
NeuralNetwork_100samples_layers_5_10_3,GD-Nesterov,0.0,2.27e-1,2.20e-1,21.6,0.029
NeuralNetwork_100samples_layers_5_10_3,Trust Region-Aggressive,0.0,7.98e-1,2.20e-1,23.0,0.015
NeuralNetwork_100samples_layers_5_10_3,Adam-Robust,0.0,1.67e-1,1.48e-1,2502.0,2.086
NeuralNetwork_100samples_layers_5_10_3,Trust Region-Precise,0.0,2.23e-1,1.97e-1,42.9,0.027
NeuralNetwork_100samples_layers_5_10_3,L-BFGS-MoreThuente,15.0,1.51e-1,1.40e-1,2755.1,1.880
NeuralNetwork_100samples_layers_5_10_3,L-BFGS,0.0,2.39e-1,1.41e-1,1556.7,0.904
NeuralNetwork_100samples_layers_5_10_3,QQN-Bisection-2,90.0,1.40e-1,1.39e-1,864.2,0.629
NeuralNetwork_100samples_layers_5_10_3,GD,0.0,2.03e-1,1.98e-1,1668.0,2.339
NeuralNetwork_100samples_layers_5_10_3,Trust Region-Adaptive,0.0,8.19e-1,1.95e-1,46.5,0.029
NeuralNetwork_100samples_layers_5_10_3,L-BFGS-Conservative,45.0,1.48e-1,1.40e-1,1970.8,1.252
NeuralNetwork_100samples_layers_5_10_3,Trust Region-Conservative,0.0,2.20e-1,2.18e-1,159.9,0.100
NeuralNetwork_100samples_layers_5_10_3,QQN-StrongWolfe,45.0,1.43e-1,1.38e-1,1646.3,1.542
NeuralNetwork_100samples_layers_10_20_5,QQN-GoldenSection,85.0,3.83e-2,3.79e-2,3686.0,2.351
NeuralNetwork_100samples_layers_10_20_5,Adam-AMSGrad,5.0,4.96e-2,3.82e-2,2495.8,3.943
NeuralNetwork_100samples_layers_10_20_5,GD-Momentum,0.0,1.63e-1,4.69e-2,102.7,0.269
NeuralNetwork_100samples_layers_10_20_5,Adam-Robust,0.0,5.97e-2,4.85e-2,2502.0,3.922
NeuralNetwork_100samples_layers_10_20_5,Trust Region-Aggressive,0.0,7.57e-1,3.26e-1,7.8,0.010
NeuralNetwork_100samples_layers_10_20_5,Adam-Fast,50.0,4.24e-2,3.71e-2,168.4,0.263
NeuralNetwork_100samples_layers_10_20_5,L-BFGS,0.0,1.36e-1,4.42e-2,1846.8,2.005
NeuralNetwork_100samples_layers_10_20_5,L-BFGS-MoreThuente,0.0,6.08e-2,5.29e-2,2831.2,3.733
NeuralNetwork_100samples_layers_10_20_5,L-BFGS-Aggressive,0.0,5.60e-2,4.81e-2,3655.3,3.155
NeuralNetwork_100samples_layers_10_20_5,L-BFGS-Limited,0.0,5.06e-2,4.16e-2,3290.1,3.444
NeuralNetwork_100samples_layers_10_20_5,QQN-Bisection-2,100.0,3.80e-2,3.77e-2,883.2,1.296
NeuralNetwork_100samples_layers_10_20_5,GD-WeightDecay,0.0,9.58e-2,9.05e-2,1668.0,4.432
NeuralNetwork_100samples_layers_10_20_5,GD-AdaptiveMomentum,0.0,1.74e-1,1.66e-1,15.2,0.037
NeuralNetwork_100samples_layers_10_20_5,Adam-WeightDecay,100.0,3.82e-2,3.82e-2,1278.0,2.066
NeuralNetwork_100samples_layers_10_20_5,GD-Nesterov,0.0,1.23e-1,4.04e-2,596.8,1.586
NeuralNetwork_100samples_layers_10_20_5,Trust Region-Standard,0.0,2.74e-1,2.05e-1,5.3,0.007
NeuralNetwork_100samples_layers_10_20_5,Trust Region-Conservative,0.0,1.48e-1,1.28e-1,122.0,0.142
NeuralNetwork_100samples_layers_10_20_5,Trust Region-Precise,0.0,1.61e-1,1.54e-1,23.4,0.028
NeuralNetwork_100samples_layers_10_20_5,L-BFGS-Conservative,20.0,4.39e-2,3.82e-2,2571.8,3.085
NeuralNetwork_100samples_layers_10_20_5,QQN-StrongWolfe,70.0,4.07e-2,3.75e-2,1111.5,2.001
NeuralNetwork_100samples_layers_10_20_5,QQN-CubicQuadraticInterpolation,100.0,3.80e-2,3.77e-2,959.5,1.947
NeuralNetwork_100samples_layers_10_20_5,GD,0.0,1.28e-1,1.18e-1,1668.0,4.458
NeuralNetwork_100samples_layers_10_20_5,Adam,10.0,4.42e-2,3.82e-2,2469.9,3.834
NeuralNetwork_100samples_layers_10_20_5,QQN-Bisection-1,100.0,3.80e-2,3.78e-2,1029.0,1.615
NeuralNetwork_100samples_layers_10_20_5,Trust Region-Adaptive,0.0,1.76e-1,1.36e-1,26.9,0.032
SVM_100samples_5features_C1,GD,100.0,6.43e-1,6.43e-1,274.4,0.153
SVM_100samples_5features_C1,Adam-Fast,0.0,6.84e-1,6.44e-1,32.8,0.012
SVM_100samples_5features_C1,QQN-StrongWolfe,100.0,6.43e-1,6.43e-1,57.5,0.022
SVM_100samples_5features_C1,Trust Region-Standard,0.0,3.47e2,7.26e-1,15.4,0.004
SVM_100samples_5features_C1,QQN-Bisection-2,100.0,6.43e-1,6.43e-1,68.8,0.030
SVM_100samples_5features_C1,GD-AdaptiveMomentum,0.0,7.53e-1,7.12e-1,17.6,0.009
SVM_100samples_5features_C1,L-BFGS-MoreThuente,100.0,6.43e-1,6.43e-1,41.3,0.013
SVM_100samples_5features_C1,Trust Region-Adaptive,0.0,4.68e0,7.07e-1,19.0,0.005
SVM_100samples_5features_C1,GD-WeightDecay,100.0,6.43e-1,6.43e-1,97.2,0.055
SVM_100samples_5features_C1,QQN-GoldenSection,90.0,6.43e-1,6.43e-1,228.9,0.046
SVM_100samples_5features_C1,L-BFGS-Limited,90.0,6.43e-1,6.43e-1,444.7,0.095
SVM_100samples_5features_C1,GD-Momentum,0.0,6.73e-1,6.53e-1,24.9,0.013
SVM_100samples_5features_C1,Adam-WeightDecay,100.0,6.43e-1,6.43e-1,628.6,0.225
SVM_100samples_5features_C1,L-BFGS-Conservative,100.0,6.43e-1,6.43e-1,133.7,0.045
SVM_100samples_5features_C1,Adam,100.0,6.43e-1,6.43e-1,1826.7,0.646
SVM_100samples_5features_C1,Adam-AMSGrad,90.0,6.43e-1,6.43e-1,1984.2,0.702
SVM_100samples_5features_C1,Adam-Robust,50.0,6.43e-1,6.43e-1,1414.2,0.499
SVM_100samples_5features_C1,Trust Region-Aggressive,0.0,1.00e3,6.57e-1,16.3,0.005
SVM_100samples_5features_C1,L-BFGS,100.0,6.43e-1,6.43e-1,42.0,0.012
SVM_100samples_5features_C1,Trust Region-Conservative,0.0,2.82e0,6.45e-1,134.5,0.038
SVM_100samples_5features_C1,QQN-Bisection-1,100.0,6.43e-1,6.43e-1,83.4,0.040
SVM_100samples_5features_C1,Trust Region-Precise,0.0,9.38e-1,6.73e-1,36.2,0.010
SVM_100samples_5features_C1,QQN-CubicQuadraticInterpolation,100.0,6.43e-1,6.43e-1,61.6,0.026
SVM_100samples_5features_C1,L-BFGS-Aggressive,100.0,6.43e-1,6.43e-1,46.0,0.011
SVM_100samples_5features_C1,GD-Nesterov,0.0,6.64e-1,6.50e-1,25.1,0.014
SVM_200samples_10features_C1,L-BFGS,0.0,7.68e-1,6.86e-1,321.6,0.143
SVM_200samples_10features_C1,QQN-Bisection-2,0.0,6.86e-1,6.86e-1,911.8,0.458
SVM_200samples_10features_C1,QQN-CubicQuadraticInterpolation,0.0,6.86e-1,6.86e-1,289.4,0.223
SVM_200samples_10features_C1,L-BFGS-Limited,0.0,6.86e-1,6.86e-1,770.6,0.264
SVM_200samples_10features_C1,GD-AdaptiveMomentum,0.0,7.83e-1,7.62e-1,18.0,0.017
SVM_200samples_10features_C1,Trust Region-Aggressive,0.0,1.84e0,7.56e-1,11.8,0.006
SVM_200samples_10features_C1,Adam-Fast,0.0,7.22e-1,6.87e-1,42.1,0.027
SVM_200samples_10features_C1,L-BFGS-Conservative,0.0,6.86e-1,6.86e-1,624.9,0.263
SVM_200samples_10features_C1,GD-Momentum,0.0,7.08e-1,6.99e-1,25.8,0.024
SVM_200samples_10features_C1,GD-WeightDecay,0.0,6.86e-1,6.86e-1,177.0,0.172
SVM_200samples_10features_C1,Trust Region-Adaptive,0.0,6.77e0,6.97e-1,24.4,0.012
SVM_200samples_10features_C1,GD-Nesterov,0.0,7.03e-1,6.94e-1,25.7,0.024
SVM_200samples_10features_C1,GD,0.0,6.86e-1,6.86e-1,450.0,0.437
SVM_200samples_10features_C1,L-BFGS-MoreThuente,0.0,5.16e3,6.86e-1,555.0,0.311
SVM_200samples_10features_C1,Adam-AMSGrad,0.0,6.86e-1,6.86e-1,1996.0,1.254
SVM_200samples_10features_C1,Adam-WeightDecay,0.0,6.86e-1,6.86e-1,668.9,0.421
SVM_200samples_10features_C1,L-BFGS-Aggressive,0.0,6.86e-1,6.86e-1,124.0,0.051
SVM_200samples_10features_C1,QQN-GoldenSection,0.0,6.86e-1,6.86e-1,925.2,0.317
SVM_200samples_10features_C1,Adam-Robust,0.0,6.86e-1,6.86e-1,547.7,0.348
SVM_200samples_10features_C1,Adam,0.0,6.86e-1,6.86e-1,1755.8,1.097
SVM_200samples_10features_C1,QQN-Bisection-1,0.0,6.86e-1,6.86e-1,1454.6,1.043
SVM_200samples_10features_C1,QQN-StrongWolfe,0.0,6.86e-1,6.86e-1,1065.5,0.585
SVM_200samples_10features_C1,Trust Region-Conservative,0.0,2.49e0,6.88e-1,130.4,0.066
SVM_200samples_10features_C1,Trust Region-Standard,0.0,8.76e-1,6.90e-1,20.8,0.011
SVM_200samples_10features_C1,Trust Region-Precise,0.0,9.09e-1,7.00e-1,36.1,0.019
